Masked	Next masked
import_matplotlib.pyplot import_numpy import_pandas import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_os import_warnings 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 
import_numpy import_pandas import_datetime import_matplotlib.pyplot import_seaborn import_xgboost import_warnings import_os 	var0=pandas.DataFrame var1=pandas.DataFrame matplotlib.pyplot.show 
import_os import_warnings import_numpy import_pandas import_matplotlib.pyplot 	var2=pandas.read_csv var3=pandas.read_csv shape var2.head 
import_numpy import_pandas import_numpy import_pandas import_seaborn import_matplotlib import_matplotlib.pyplot import_math import_os 	var0=pandas.read_csv 
import_os import_numpy import_pandas import_math import_matplotlib.pyplot import_seaborn 	var3=pandas.read_csv var3.head 
import_xgboost 	var29=xgboost.DMatrix var30=xgboost.DMatrix 
import_numpy import_pandas import_os import_matplotlib.pyplot import_numpy import_pandas import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv 
var25=var24.fit_transform 	var27=var26.transform var10=var28.fit_transform var30=numpy.radians var31=numpy.radians var32=numpy.radians var33=numpy.radians matplotlib.pyplot.show 
import_numpy import_pandas import_os import_matplotlib.pyplot import_numpy import_pandas import_sys 	var0=pandas.read_csv var1=pandas.read_csv 
import_lightgbm 	var11=lightgbm.Dataset 
import_numpy import_pandas import_os 	import_matplotlib.pyplot import_pandas import_numpy 
import_matplotlib.pyplot import_pandas import_numpy 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 
import_pandas import_pandas import_xgboost import_seaborn import_matplotlib import_numpy import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv pandas.set_option var0.head 
import_os import_pandas import_numpy import_matplotlib.pyplot 	var2=pandas.read_csv var3=pandas.read_csv 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot seaborn.set import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_os import_math import_matplotlib.pyplot import_numpy import_pandas import_seaborn import_warnings 	seaborn.set 
import_os import_numpy import_pandas import_seaborn import_matplotlib.pyplot import_warnings 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot import_time 	var0=pandas.read_csv var0.head 
import_os import_matplotlib.pyplot import_numpy import_pandas import_seaborn import_os 	var0=pandas.read_csv var1=pandas.read_csv var0.describe 
import_warnings 	import_numpy import_pandas import_os import_seaborn import_matplotlib.pyplot import_xgboost 
import_numpy import_pandas import_math import_os import_time 	import_matplotlib.pyplot import_seaborn 
import_pandas 	import_pandas import_matplotlib.pyplot 
import_pandas import_seaborn import_json import_requests import_geocoder 	var0=pandas.read_csv var0.head 
var15=pandas.DataFrame 	var15.head 
import_numpy import_pandas 	import_matplotlib 
import_matplotlib 	var0=pandas.read_csv var0.head 
import_numpy import_pandas import_matplotlib.pyplot import_datetime import_folium import_seaborn 	var0=pandas.read_csv 
var0=var0.join 	var7=pandas.read_csv var7.head 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot import_time 	var1=pandas.read_csv 
import_numpy import_pandas 	var0=pandas.read_csv dt dt dt 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_warnings seaborn.set 	var0=pandas.read_csv var2=pandas.read_csv var0.head 
import_xgboost 	var47=xgboost.DMatrix var48=xgboost.DMatrix 
import_pandas import_numpy import_urllib import_re import_datetime import_calendar import_time import_scipy import_math import_seaborn import_matplotlib.pyplot import_os 	var1=pandas.read_csv var2=pandas.read_csv var3=pandas.concat var5=pandas.read_csv var6=pandas.merge var5=var6.copy var5.head 
import_xgboost import_warnings 	var69=numpy.vstack 
import_numpy import_pandas import_matplotlib.pyplot import_glob import_pprint import_time 	var0=pandas.read_csv var1=pandas.read_csv var2.pprint 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_datetime 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.concat var2=var2.reset_index var2.drop 
import_numpy import_pandas import_datetime import_matplotlib.pyplot import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv 
import_pandas import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn import_plotly 	var0=pandas.read_csv 
import_numpy import_pandas import_datetime import_matplotlib.pyplot import_seaborn import_xgboost 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 
import_numpy import_pandas import_warnings import_networkx var0=networkx.read_graphml 	networkx.info 
var16=networkx.Graph var17=networkx.Graph networkx.node_connectivity 	networkx.algebraic_connectivity 
import_pandas pandas.set_option import_numpy import_tensorflow import_lightgbm import_time import_operator import_haversine import_seaborn import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_seaborn import_xgboost import_datetime import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn 	var0=pandas.concat 
import_matplotlib.pyplot import_seaborn seaborn.set import_pandas import_numpy 	var0=pandas.read_csv var0.head 
import_numpy import_pandas 	dt dt dt dt dt 
import_numpy import_pandas import_matplotlib.pyplot import_datetime import_time 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_datetime import_matplotlib.pyplot import_seaborn import_xgboost import_warnings 	var0=pandas.DataFrame var1=pandas.DataFrame matplotlib.pyplot.show 
import_numpy import_pandas import_datetime import_matplotlib import_matplotlib.pyplot import_seaborn seaborn.set_style import_warnings 	import_xgboost 
import_numpy import_pandas import_seaborn.apionly import_matplotlib.pyplot import_statsmodels.api 	var0=numpy.array var3=matplotlib.pyplot.figure var4=var3.add_axes var4=matplotlib.pyplot.hist matplotlib.pyplot.grid var5=var3.add_axes var5=matplotlib.pyplot.boxplot matplotlib.pyplot.grid matplotlib.pyplot.show 
import_numpy import_pandas import_scipy import_matplotlib import_matplotlib.pyplot import_seaborn 	var0=pandas.read_csv var0.head 
import_numpy import_pandas import_matplotlib import_matplotlib.pyplot 	var0=pandas.read_csv var0.tail 
import_numpy import_pandas import_datetime import_matplotlib.pyplot import_seaborn import_xgboost 	var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 
import_os import_pandas import_matplotlib import_matplotlib.pyplot import_numpy import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_datetime import_math import_matplotlib.pyplot import_seaborn import_xgboost import_pickle import_warnings 	var2=pandas.read_csv var3=pandas.read_csv 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn var0=seaborn.color_palette import_warnings 	var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_matplotlib.pyplot import_numpy 	var0=pandas.read_csv var1=pandas.read_csv 
import_warnings import_numpy import_pandas import_matplotlib.pyplot import_seaborn seaborn.set_style 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_datetime 	var0=pandas.read_csv 
import_numpy import_pandas import_time 	var0=pandas.read_csv var1=pandas.read_csv 
import_pandas import_matplotlib.pyplot import_seaborn 	var0=pandas.read_csv var0.tail 
import_numpy import_pandas 	import_pandas import_numpy import_datetime import_seaborn import_matplotlib.pyplot import_xgboost 
import_pandas import_numpy import_datetime import_seaborn import_matplotlib.pyplot import_xgboost 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.concat 
import_pandas import_pandas import_xgboost import_seaborn import_matplotlib import_numpy import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_matplotlib 	var0=pandas.read_csv var0.info var0.describe 
import_pandas import_matplotlib.pyplot import_seaborn import_numpy import_math import_xgboost import_datetime import_sys import_os.path import_re import_time import_warnings 	var1=pandas.read_csv var2=pandas.read_csv 
import_pandas import_numpy import_requests import_matplotlib.pyplot import_matplotlib import_json import_matplotlib 	var2=pandas.read_csv var3=pandas.read_csv 
import_warnings import_numpy import_pandas import_matplotlib.pyplot import_seaborn seaborn.set_style 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 
import_numpy import_pandas import_matplotlib import_matplotlib.pyplot 	var1=pandas.read_csv var2=numpy.array var3=numpy.array var1=var1.reset_index var2=numpy.array var3=numpy.array var7=numpy.percentile var8=numpy.percentile var2=numpy.array var3=numpy.array 
import_numpy import_pandas import_matplotlib import_matplotlib.pyplot 	var1=pandas.read_csv var1.head 
import_numpy import_pandas import_datetime import_matplotlib.pyplot import_sklearn 	var0=pandas.read_csv var1=pandas.read_csv 
import_os.path import_datashader import_datashader.transfer_functions import_matplotlib import_matplotlib.pyplot import_numpy import_pandas import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv 
import_importlib 	var45=var45.sample 
import_numpy import_pandas import_datetime import_matplotlib.pyplot import_seaborn import_xgboost 	var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=var2.copy 
import_numpy import_pandas import_datetime import_matplotlib.pyplot import_seaborn import_xgboost 	var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 
import_numpy import_pandas import_datetime import_matplotlib.pyplot import_seaborn import_xgboost import_datetime 	var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=var2.copy 
import_datashader 	var7=datashader.Canvas var8=var7.points 
import_pandas import_numpy import_matplotlib.pyplot import_matplotlib import_xgboost import_seaborn import_warnings seaborn.set 	var0=pandas.read_csv var1=pandas.read_csv var0.head 
import_math import_pandas import_numpy import_matplotlib.pyplot import_seaborn 	var0=pandas.read_csv 
import_datashader 	var16=datashader.Canvas var17=var16.points 
import_numpy import_pandas import_matplotlib import_matplotlib.pyplot 	var1=pandas.read_csv var2=numpy.array var3=numpy.array var1=var1.reset_index var2=numpy.array var3=numpy.array var7=numpy.percentile var8=numpy.percentile var2=numpy.array var3=numpy.array var11=numpy.array var12=numpy.array var13=numpy.array var14=numpy.array 
import_numpy import_pandas import_matplotlib.pyplot import_xgboost import_tensorflow 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 
import_pandas import_numpy import_seaborn import_matplotlib.pyplot import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs import_plotly.tools import_warnings import_time import_networkx 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 
import_numpy import_pandas import_xgboost 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 
import_numpy import_pandas import_random import_seaborn import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_matplotlib import_matplotlib.cm import_matplotlib.pyplot import_seaborn seaborn.set_style 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_xgboost import_seaborn import_datetime 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var0.head 
import_math import_pandas import_datashader 	var0=pandas.read_csv var1=pandas.read_csv 
import_os import_xgboost import_numpy import_os import_pandas import_matplotlib.pyplot import_seaborn var1=seaborn.color_palette import_datetime 	var2=pandas.read_csv var3=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_calendar 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_xgboost var0=seaborn.color_palette pandas.set_option 	var1=pandas.read_csv 
import_numpy import_pandas import_folium import_seaborn 	var0=pandas.read_csv var0.head 
import_pandas import_numpy import_seaborn import_datetime import_matplotlib.pyplot import_time 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_xgboost import_lightgbm var0=seaborn.color_palette pandas.set_option 	var1=pandas.read_csv var2=pandas.read_csv 
import_pandas import_seaborn import_matplotlib import_numpy import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas 	import_googlemaps import_pandas var0=pandas.read_csv 
import_plotly.offline import_plotly.plotly import_pandas import_plotly import_plotly.plotly import_plotly.plotly 	var0=pandas.read_csv var0.head 
import_numpy import_pandas 	import_datetime import_matplotlib.pyplot import_seaborn import_math 
import_datetime import_matplotlib.pyplot import_seaborn import_math 	var0=pandas.read_csv var0.head 
import_numpy import_pandas import_matplotlib.pyplot import_math import_datetime 	var0=pandas.read_csv var0.head 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot import_warnings import_networkx var0=networkx.read_graphml 	networkx.info 
var1=networkx.Graph var23=networkx.Graph networkx.node_connectivity 	networkx.algebraic_connectivity 
import_numpy import_pandas import_matplotlib.pyplot import_calendar import_datetime 	var0=pandas.read_csv var1=pandas.read_csv var0.head 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_gc import_lightgbm 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.concat var8=pandas.concat var5.replace dt dt dt 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot import_datetime 	var0=pandas.read_csv 
import_os import_numpy import_pandas 	var0=numpy.deg2rad var1=numpy.deg2rad var2=numpy.cos var3=numpy.cos var4=numpy.cos var5=numpy.cos 
import_numpy import_pandas import_math import_sklearn import_sklearn.preprocessing import_datetime import_os import_matplotlib.pyplot import_tensorflow 	var2=pandas.read_csv var2.info var2.head 
